x,vx
5.22577,-0.376135
4.51743,0.39127
5.26289,-0.377409
4.55804,0.391658
5.21601,-0.375861
4.5063,0.390555
5.25379,-0.377052
4.54871,0.391874
5.23523,-0.376429
4.52835,0.391775
5.27213,-0.3778
4.567,0.391371
5.21124,-0.37571
4.50052,0.389984
5.24929,-0.376878
4.54392,0.391914
5.23055,-0.376277
4.52293,0.391543
5.2675,-0.377594
4.56255,0.391536
5.22083,-0.376006
4.51198,0.39098
5.25826,-0.377233
4.55352,0.391774
5.23992,-0.376577
4.53371,0.391827
5.27664,-0.378017
4.57154,0.391164
5.20876,-0.37564
4.49752,0.389659
5.24688,-0.376804
4.54141,0.391899
5.22822,-0.376204
4.52021,0.391413
5.2652,-0.377499
4.56032,0.391608
5.21848,-0.375937
4.50907,0.390803
5.25597,-0.377143
4.55114,0.391828
5.2376,-0.376504
4.53109,0.391806
5.27437,-0.377909
4.56922,0.391267
5.21363,-0.375787
4.50346,0.390278
5.25157,-0.37696
4.54631,0.391906
5.23295,-0.376349
4.52573,0.391673
5.26984,-0.377694
4.56478,0.391454
5.22332,-0.376072
4.51471,0.391128
5.26055,-0.377321
4.55576,0.391711
5.24217,-0.376654
4.53637,0.391856
5.27888,-0.378127
4.57388,0.391058
5.20751,-0.375605
4.65199,0.38808
5.4021,-0.383
4.69126,0.386638
5.38093,-0.382297
4.67204,0.387413
5.42212,-0.38385
4.71084,0.386001
5.36987,-0.38202
4.66219,0.387765
5.41213,-0.383417
4.70096,0.386266
5.3918,-0.3826
4.68155,0.387024
5.43233,-0.384216
4.72131,0.385832
5.36434,-0.381894
4.65718,0.387904
5.40704,-0.383208
4.69614,0.386448
5.38641,-0.382445
4.67684,0.387221
5.42721,-0.384043
4.71597,0.385895
5.37541,-0.382145
4.66724,0.387604
5.41714,-0.383633
4.7059,0.386134
5.397,-0.382795
4.68644,0.386831
5.43774,-0.384372
4.72664,0.385793
5.36163,-0.38182
4.65453,0.387991
5.40453,-0.383107
4.69367,0.386545
5.38362,-0.382372
4.67444,0.387313
5.4247,-0.383949
4.71341,0.385947
5.37263,-0.382077
4.66471,0.387689
5.41467,-0.383523
4.70337,0.386197
5.39445,-0.382695
4.68402,0.386931
5.43502,-0.384295
4.72396,0.385812
5.36715,-0.381956
4.65964,0.38783
5.4096,-0.38331
4.69855,0.386355
5.38912,-0.38252
4.67921,0.387121
5.42974,-0.384132
4.7186,0.385858
5.37814,-0.382222
4.66965,0.387512
5.4196,-0.383744
4.70831,0.386066
5.39956,-0.382895
4.68879,0.386732
5.44042,-0.384445
4.72932,0.385768
5.36023,-0.381782
4.81752,0.384555
5.56903,-0.386777
4.85847,0.383109
5.54931,-0.386159
4.83838,0.383936
5.58838,-0.387539
4.87947,0.382401
5.53888,-0.385985
4.82818,0.384284
5.5787,-0.387157
4.86865,0.382709
5.55927,-0.386415
4.84836,0.38352
5.59829,-0.387882
4.8905,0.382125
5.53361,-0.385939
4.82289,0.384427
5.57386,-0.386969
4.86346,0.382904
5.55436,-0.386287
4.8434,0.383728
5.59324,-0.387728
4.88493,0.382251
5.54412,-0.386053
4.83336,0.384121
5.58352,-0.387349
4.87402,0.382552
5.56414,-0.386593
4.85344,0.383314
5.60341,-0.388019
4.89597,0.381999
5.53078,-0.385914
4.82014,0.384493
5.57146,-0.386872
4.86091,0.383005
5.5518,-0.386223
4.84087,0.383835
5.59082,-0.387637
4.88222,0.382326
5.54148,-0.386016
4.83076,0.384206
5.58114,-0.387253
4.87128,0.382628
5.56167,-0.386502
4.85091,0.383414
5.60086,-0.387945
4.89325,0.382063
5.53622,-0.385963
4.82553,0.384355
5.57629,-0.387065
4.86598,0.382805
5.55686,-0.386348
4.84583,0.383623
5.59576,-0.387811
4.88773,0.382181
5.54677,-0.386102
4.83586,0.384032
5.58592,-0.38744
4.87669,0.382477
5.56656,-0.386688
4.85595,0.383214
5.60595,-0.388105
4.89885,0.381929
5.52951,-0.385898
4.97941,0.378307
5.72172,-0.391781
5.01598,0.376734
5.70259,-0.391591
4.99777,0.37745
5.74307,-0.391169
5.03463,0.376108
5.69367,-0.391325
4.98857,0.377857
5.73213,-0.391675
5.02518,0.376417
5.71186,-0.391794
5.00682,0.377073
5.75413,-0.390465
5.04435,0.375821
5.68917,-0.391127
4.98398,0.378082
5.7269,-0.391724
5.02068,0.376574
5.70717,-0.3917
5.00237,0.377263
5.74855,-0.390878
5.0395,0.37597
5.6981,-0.391479
4.99312,0.377643
5.73756,-0.391441
5.02989,0.376259
5.71671,-0.391821
5.01129,0.376891
5.75983,-0.389907
5.04908,0.375663
5.68686,-0.391027
4.98172,0.378195
5.72431,-0.391753
5.01833,0.376655
5.7049,-0.391641
5.00005,0.377358
5.74583,-0.391023
5.03713,0.37604
5.69586,-0.391402
4.99082,0.377746
5.73491,-0.391559
5.02756,0.376334
5.71429,-0.391817
5.009,0.376977
5.75698,-0.390191
5.04678,0.375743
5.69147,-0.391226
4.98627,0.377969
5.72951,-0.391703
5.0229,0.376496
5.70949,-0.39175
5.00463,0.37717
5.75126,-0.390721
5.04191,0.375898
5.70033,-0.391546
4.99545,0.377544
5.74034,-0.391305
5.03226,0.376182
5.71915,-0.391805
5.01367,0.376813
5.76288,-0.389581
5.05151,0.375589
5.68575,-0.390971
5.1355,0.372349
5.89467,-0.367897
5.17774,0.370914
5.87526,-0.373231
5.15698,0.371667
5.91717,-0.359762
5.19827,0.37001
5.86541,-0.375323
5.14649,0.372028
5.90505,-0.364323
5.18822,0.370492
5.88483,-0.370646
5.16746,0.371306
5.93064,-0.353913
5.20793,0.369487
5.86051,-0.376362
5.14113,0.372192
5.89963,-0.366258
5.18306,0.370711
5.88001,-0.371969
5.16227,0.371489
5.92391,-0.356905
5.20319,0.369755
5.8703,-0.3743
5.1517,0.371843
5.91086,-0.362215
5.19325,0.370257
5.88968,-0.369301
5.17264,0.371114
5.93747,-0.350923
5.21276,0.36921
5.85789,-0.376928
5.13835,0.372271
5.89717,-0.367071
5.18043,0.370813
5.87767,-0.372593
5.1596,0.371578
5.92041,-0.358443
5.20076,0.369886
5.86785,-0.374818
5.14914,0.371935
5.90789,-0.363295
5.19083,0.370376
5.88727,-0.369972
5.17,0.371211
5.93405,-0.35241
5.21034,0.369349
5.86297,-0.375836
5.14384,0.372115
5.9023,-0.365315
5.18568,0.370603
5.88236,-0.371325
5.16484,0.3714
5.92733,-0.355376
5.2056,0.36962
5.87274,-0.373784
5.15435,0.371756
5.91394,-0.361073
5.19576,0.370134
5.89224,-0.36858
5.17515,0.371015
5.94057,-0.34959
5.21519,0.369073
5.85662,-0.377202
5.29864,0.364617
6.08601,-0.26183
5.33842,0.362301
6.06302,-0.278484
5.3189,0.363501
6.11081,-0.243043
5.35732,0.361045
6.05141,-0.286692
5.30888,0.364071
6.09779,-0.253024
5.348,0.361681
6.0754,-0.269373
5.32887,0.362914
6.12406,-0.232462
5.36628,0.360392
6.0453,-0.290987
5.30384,0.364352
6.09163,-0.257673
5.34312,0.361993
6.06906,-0.274061
5.32393,0.363208
6.11728,-0.237907
5.36185,0.360717
6.05692,-0.282837
5.31387,0.363786
6.10427,-0.248057
5.35274,0.361364
6.08068,-0.265571
5.3337,0.36261
6.13105,-0.226724
5.37077,0.360066
6.04243,-0.292985
5.30126,0.364484
6.08882,-0.259764
5.34079,0.362147
6.06613,-0.276211
5.32137,0.363355
6.114,-0.240513
5.35955,0.360883
6.05417,-0.284763
5.31138,0.363928
6.10106,-0.250514
5.35043,0.361521
6.07803,-0.267451
5.33131,0.362764
6.12754,-0.229598
5.36853,0.360229
6.0484,-0.288808
5.30637,0.364214
6.09478,-0.255317
5.34552,0.361839
6.07224,-0.271717
5.32637,0.363062
6.12057,-0.235285
5.36404,0.360555
6.05998,-0.280685
5.31637,0.363642
6.10757,-0.24552
5.35508,0.361205
6.08321,-0.263799
5.3361,0.362456
6.13445,-0.223932
5.37296,0.359901
6.04085,-0.294084
5.45051,0.355133
6.36818,-0.0177251
5.49435,0.3535
6.31918,-0.0616934
5.47234,0.354303
6.41699,0.023165
5.51509,0.352584
6.29502,-0.0834766
5.46114,0.354699
6.39271,0.00363994
5.50482,0.35306
6.34388,-0.0393306
5.48355,0.353914
6.44215,0.0421124
5.52511,0.352087
6.28338,-0.093767
5.45576,0.354906
6.38036,-0.00693087
5.4996,0.353281
6.33106,-0.0510399
5.47794,0.354108
6.42945,0.0325312
5.52018,0.352342
6.30704,-0.0726427
5.4668,0.3545
6.40471,0.0134826
5.51,0.352827
6.35627,-0.0282488
5.48906,0.353711
6.45533,0.0522979
5.53011,0.351829
6.27744,-0.0989914
5.4531,0.355021
6.37436,-0.0122234
5.49699,0.353389
6.32509,-0.0563808
5.47512,0.354205
6.42321,0.0278407
5.51761,0.352464
6.30111,-0.077987
5.46398,0.354599
6.39865,0.00856224
5.50741,0.352944
6.35007,-0.0337888
5.4863,0.353814
6.44894,0.0473618
5.52762,0.351958
6.28901,-0.0888104
5.45843,0.3548
6.38656,-0.00159854
5.50219,0.353171
6.33749,-0.045165
5.48076,0.354011
6.43584,0.0373316
5.52267,0.352216
6.313,-0.0672663
5.46954,0.354401
6.4111,0.0186528
5.51254,0.352706
6.36224,-0.0229257
5.49174,0.353606
6.46173,0.0572295
5.53262,0.3517
6.27432,-0.101731
5.61299,0.346444
6.80082,0.297078
5.65352,0.343033
6.74608,0.261673
5.63321,0.344757
6.8526,0.324345
5.67314,0.341284
6.7186,0.242967
5.62299,0.345616
6.82661,0.310951
5.66335,0.342155
6.77352,0.280054
5.6435,0.343898
6.88209,0.339822
5.68302,0.340419
6.70403,0.233012
5.61788,0.346032
6.81428,0.304637
5.65842,0.342596
6.7598,0.271006
5.63833,0.344327
6.86673,0.331705
5.67809,0.340845
6.73248,0.252384
5.6281,0.345186
6.83953,0.317607
5.6682,0.34172
6.78706,0.288723
5.6485,0.343467
6.8966,0.347466
5.68778,0.339997
6.69657,0.227899
5.61538,0.346239
6.80775,0.301063
5.65602,0.342816
6.75296,0.266353
5.63578,0.344541
6.8596,0.327959
5.67558,0.341063
6.72595,0.247941
5.6256,0.345403
6.83303,0.314258
5.66576,0.341939
6.78027,0.284431
5.64603,0.343682
6.88962,0.343798
5.6854,0.340208
6.71125,0.237956
5.6204,0.345825
6.8204,0.307765
5.66085,0.342376
6.76642,0.275441
5.64088,0.344116
6.87454,0.335829
5.68055,0.340633
6.73931,0.257067
5.63059,0.344972
6.84599,0.320937
5.67063,0.341505
6.79417,0.293106
5.65105,0.343248
6.90389,0.351318
5.69022,0.339781
6.69296,0.22543
5.7663,0.333474
7.27371,0.537073
5.80759,0.331879
7.20881,0.502249
5.7867,0.332195
7.35346,0.577422
5.82873,0.332341
7.18011,0.487485
5.77644,0.332818
7.3127,0.557792
5.81812,0.332043
7.23982,0.518678
5.79705,0.331942
7.3927,0.595434
5.83936,0.332687
7.16552,0.48016
5.77132,0.333146
7.29257,0.547267
5.81288,0.331961
7.22369,0.510064
5.79189,0.332035
7.37307,0.586438
5.83407,0.332515
7.19394,0.494533
5.78162,0.332502
7.33389,0.568316
5.82339,0.332165
7.25617,0.527532
5.8023,0.331866
7.41334,0.604539
5.8447,0.332875
7.15797,0.476402
5.76882,0.33331
7.28307,0.542159
5.81026,0.33192
7.21609,0.506036
5.78931,0.332088
7.36333,0.58198
5.83139,0.33243
7.18699,0.49099
5.77905,0.332658
7.32331,0.563154
5.82079,0.332087
7.24783,0.523011
5.79967,0.331905
7.40284,0.599991
5.84201,0.332781
7.1726,0.483703
5.77387,0.332982
7.3023,0.552372
5.81545,0.331999
7.23173,0.51434
5.79442,0.331985
7.38256,0.590774
5.83677,0.332602
7.2016,0.498495
5.78422,0.33235
7.3439,0.573008
5.82605,0.332252
7.26462,0.532119
5.80493,0.331839
7.42411,0.609006
5.84735,0.332964
7.15443,0.474692
5.92631,0.333295
7.90596,0.781586
5.96609,0.333733
7.82889,0.749922
5.94593,0.333147
7.99596,0.816173
5.98653,0.33571
7.78624,0.732869
5.93613,0.333216
7.95026,0.799167
5.97629,0.334566
7.86773,0.765887
5.95597,0.333362
8.04338,0.832538
5.99663,0.337068
7.76725,0.725615
5.93114,0.333251
7.92747,0.790208
5.97116,0.334144
7.84892,0.758117
5.95087,0.333195
8.02039,0.824854
5.99153,0.336383
7.80705,0.741092
5.94095,0.333181
7.9735,0.807965
5.98143,0.335025
7.88542,0.773145
5.96106,0.33352
8.06396,0.83891
6.00175,0.338012
7.75858,0.722433
5.92873,0.333273
7.91658,0.785869
5.96855,0.333929
7.83892,0.754032
5.94832,0.333124
8.00808,0.82053
5.98897,0.336037
7.79604,0.736701
5.93858,0.3332
7.9616,0.803476
5.97887,0.33478
7.87644,0.769485
5.95855,0.333444
8.05425,0.835974
5.99919,0.337541
7.77694,0.729316
5.93361,0.33323
7.93853,0.794594
5.9737,0.334352
7.85873,0.762159
5.95342,0.333279
8.03161,0.828733
5.99408,0.336724
7.81766,0.745343
5.94345,0.333165
7.98501,0.812197
5.98395,0.335362
7.89515,0.777114
5.96358,0.333596
8.07428,0.841937
6.00424,0.338469
7.75382,0.720752
6.08589,0.359037
8.54889,0.956873
6.1281,0.370108
8.46602,0.934369
6.10671,0.364778
8.63358,0.982761
6.14957,0.374897
8.43189,0.926785
6.09611,0.361855
8.58949,0.969317
6.13896,0.372539
8.51102,0.946243
6.11732,0.367484
8.68335,0.996591
6.16018,0.377235
8.41535,0.923452
6.09094,0.360426
8.56924,0.96324
6.13352,0.371322
8.48854,0.940189
6.112,0.366186
8.65714,0.989573
6.15489,0.376068
8.44743,0.93003
6.10142,0.363328
8.60975,0.975652
6.14429,0.373733
8.53111,0.951767
6.12273,0.368794
8.71071,1.00342
6.16544,0.378473
8.40717,0.921849
6.08845,0.35974
8.55901,0.960053
6.13076,0.370701
8.47683,0.937092
6.10934,0.365503
8.64517,0.986144
6.15224,0.375484
8.43992,0.928453
6.09882,0.36261
8.59974,0.972523
6.14164,0.37314
8.52104,0.948974
6.12005,0.368143
8.69705,1.00009
6.16277,0.377828
8.42391,0.925159
6.09349,0.361125
8.57956,0.966328
6.13622,0.371923
8.49965,0.943146
6.11467,0.366838
8.67019,0.993131
6.15755,0.376657
8.4555,0.931829
6.10402,0.364041
8.62257,0.979518
6.14695,0.374322
8.53986,0.954208
6.1254,0.369446
8.72491,1.00661
6.16811,0.379111
8.40287,0.921001
6.25219,0.407197
9.249,1.06912
6.29942,0.428749
9.18066,1.0609
6.27526,0.417904
9.31182,1.07632
6.32307,0.438288
9.14447,1.05669
6.26349,0.412384
9.2808,1.07285
6.31135,0.433762
9.21578,1.06521
6.28727,0.423375
9.34711,1.08034
6.33463,0.442556
9.12646,1.05475
6.25766,0.409652
9.26617,1.07115
6.30534,0.431242
9.19926,1.06317
6.28125,0.420628
9.32881,1.07836
6.3289,0.440482
9.16294,1.05886
6.26925,0.415085
9.2957,1.07447
6.3173,0.436109
9.23221,1.06718
6.29333,0.426144
9.36652,1.08235
6.34026,0.444477
9.11668,1.05378
6.2549,0.408388
9.25768,1.07014
6.30243,0.43002
9.19015,1.06199
6.27822,0.419246
9.32025,1.07735
6.326,0.439395
9.15363,1.05776
6.26638,0.413741
9.28809,1.07367
6.31427,0.434954
9.22426,1.06624
6.29028,0.424751
9.35671,1.08132
6.33746,0.443521
9.13559,1.05573
6.26051,0.410984
9.27377,1.07205
6.30834,0.432499
9.20755,1.06421
6.28424,0.421994
9.33794,1.07939
6.33175,0.441554
9.17178,1.05987
6.27223,0.416496
9.30316,1.0753
6.32015,0.437185
9.24019,1.0681
6.29637,0.427448
9.37624,1.0834
6.34313,0.445461
9.11158,1.05327
6.43159,0.474832
9.83908,1.11719
6.48263,0.498818
9.77348,1.10065
6.45609,0.48562
9.91474,1.13529
6.51008,0.513178
9.73831,1.09275
6.44338,0.479812
9.87413,1.12586
6.49622,0.505859
9.8067,1.10885
6.4692,0.491947
9.95634,1.14373
6.52391,0.520353
9.72022,1.08919
6.43744,0.477344
9.85577,1.1213
6.48941,0.502316
9.79083,1.10488
6.46261,0.488661
9.93692,1.13995
6.51697,0.516746
9.75603,1.09662
6.44966,0.482592
9.89341,1.13073
6.5032,0.509604
9.82307,1.11306
6.47584,0.495278
9.97636,1.14681
6.53073,0.523803
9.71017,1.08747
6.43453,0.476106
9.8475,1.11925
6.48604,0.500582
9.78231,1.10278
6.45936,0.487163
9.92671,1.13781
6.51349,0.514935
9.7472,1.09466
6.44645,0.481089
9.88367,1.12831
6.49972,0.50774
9.81525,1.11105
6.47251,0.493604
9.96659,1.14539
6.52731,0.522117
9.72917,1.09083
6.44033,0.478542
9.86454,1.12347
6.49282,0.504077
9.79869,1.10684
6.46589,0.490296
9.94581,1.14176
6.52044,0.518549
9.76465,1.09856
6.45284,0.48409
9.90388,1.13302
6.50659,0.511394
9.83147,1.11523
6.47918,0.496974
9.98602,1.14819
6.53415,0.52547
9.70512,1.08668
6.63416,0.564304
0.256808,1.13569
6.68684,0.580684
0.188043,1.12095
6.65961,0.571853
0.315854,1.1491
6.71633,0.59232
0.152371,1.11515
6.64658,0.567983
0.28477,1.14203
6.70132,0.586138
0.227462,1.12901
6.67297,0.575995
0.35882,1.15852
6.73179,0.599231
0.131741,1.11196
6.64026,0.566116
0.269863,1.13867
6.694,0.583367
0.209324,1.12504
6.66628,0.573916
0.335532,1.15356
6.72402,0.595735
0.170163,1.11795
6.65306,0.569898
0.298769,1.14521
6.70882,0.589214
0.243065,1.13255
6.67992,0.578374
0.383154,1.16326
6.7395,0.602784
0.120409,1.1108
6.6372,0.565204
0.263125,1.13713
6.69046,0.582033
0.198407,1.1228
6.66297,0.572894
0.324993,1.1512
6.72017,0.593986
0.161032,1.11651
6.64981,0.568937
0.291952,1.14367
6.70505,0.587652
0.235358,1.13078
6.67653,0.577218
0.370854,1.1609
6.7356,0.60094
0.14212,1.11353
6.64346,0.567065
0.277562,1.14043
6.69769,0.584763
0.218274,1.12694
6.6696,0.574934
0.346522,1.1559
6.72793,0.597513
0.178322,1.11926
6.65627,0.570834
0.307031,1.14709
6.71253,0.59075
0.250695,1.1343
6.68345,0.579556
0.395114,1.1656
6.74341,0.604636
0.114984,1.1104
6.86002,0.653769
0.98267,1.21191
6.91658,0.668722
0.91546,1.19803
6.88788,0.66165
1.02677,1.22019
6.94654,0.676411
0.877063,1.19108
6.87377,0.657799
1.00453,1.21607
6.93144,0.672379
0.950469,1.20515
6.90199,0.665188
1.06286,1.22569
6.96229,0.681184
0.858783,1.18836
6.86684,0.655818
0.997008,1.21466
6.92396,0.670503
0.936302,1.20228
6.89489,0.663424
1.04188,1.22276
6.95438,0.678698
0.894271,1.19404
6.8809,0.659849
1.01407,1.21786
6.93897,0.674368
0.964909,1.20816
6.90932,0.666989
1.08297,1.22769
6.97008,0.683747
0.848989,1.18704
6.86346,0.654863
0.992164,1.21374
6.92021,0.669592
0.926838,1.20035
6.89143,0.662549
1.03351,1.22134
6.95044,0.677543
0.885848,1.19255
6.87729,0.658808
1.00848,1.21681
6.93517,0.673368
0.957818,1.20668
6.90565,0.666087
1.07297,1.22673
6.9662,0.682478
0.867415,1.18963
6.87033,0.656811
1.00024,1.21527
6.92763,0.671396
0.943805,1.20379
6.89844,0.664323
1.05242,1.22442
6.95827,0.679835
0.904016,1.19576
6.88443,0.660776
1.02006,1.21899
6.94267,0.675317
0.973317,1.20992
6.91297,0.667861
1.09479,1.22873
6.97399,0.685053
0.844024,1.18638
7.11819,0.743761
1.65827,1.22017
7.18506,0.762069
1.61515,1.212
7.15191,0.754094
1.71411,1.23232
7.21682,0.768402
1.59155,1.20802
7.13486,0.749136
1.68735,1.2263
7.20101,0.765232
1.6311,1.21494
7.1687,0.75835
1.72673,1.23518
7.2325,0.77158
1.57612,1.2057
7.12632,0.746363
1.67151,1.22288
7.19319,0.763736
1.6213,1.21309
7.16043,0.756369
1.71948,1.23354
7.22463,0.769938
1.60542,1.21031
7.14341,0.751721
1.70374,1.22997
7.20896,0.766842
1.64497,1.21763
7.17706,0.760392
1.74109,1.23822
7.24051,0.773476
1.56615,1.20451
7.12225,0.745066
1.66453,1.2214
7.18917,0.762919
1.61831,1.21255
7.15622,0.755306
1.71764,1.23312
7.2207,0.769151
1.59874,1.2092
7.13916,0.750518
1.69529,1.22807
7.205,0.766037
1.63771,1.21623
7.17291,0.759398
1.73247,1.23642
7.2364,0.772457
1.58467,1.20691
7.13058,0.747744
1.68022,1.22475
7.1971,0.764459
1.62562,1.21389
7.16453,0.757328
1.72241,1.2342
7.22855,0.770748
1.61052,1.21119
7.14769,0.752922
1.70832,1.231
7.21289,0.767637
1.65173,1.21892
7.18106,0.761233
1.75043,1.24014
7.24454,0.774458
1.56074,1.20395
7.40786,0.839661
2.39484,1.31345
7.48835,0.865877
2.40456,1.31652
7.44954,0.855258
2.38822,1.31136
7.52463,0.872593
2.38745,1.31132
7.42881,0.847932
2.39047,1.31208
7.50659,0.869513
2.40439,1.31642
7.46929,0.861173
2.40717,1.31713
7.54242,0.875355
2.37266,1.30684
7.41857,0.844059
2.39278,1.3128
7.4975,0.867743
2.40542,1.31677
7.45951,0.858318
2.3976,1.3142
7.53342,0.873912
2.40051,1.31529
7.43932,0.851696
2.38794,1.31129
7.51553,0.871066
2.40062,1.31524
7.4788,0.863548
2.42215,1.32172
7.55165,0.876939
2.36236,1.30371
7.41325,0.841902
2.39417,1.31323
7.49287,0.866786
2.40511,1.31668
7.45451,0.856788
2.39407,1.31312
7.5291,0.873276
2.3963,1.31401
7.43411,0.849829
2.38941,1.31175
7.51102,0.870272
2.40339,1.3161
7.47406,0.86237
2.41328,1.31902
7.54698,0.876098
2.37904,1.30878
7.42376,0.846063
2.39201,1.31256
7.50208,0.868685
2.40543,1.31676
7.46445,0.859766
2.40273,1.31575
7.5379,0.87462
2.40378,1.31628
7.44449,0.853524
2.38695,1.31098
7.52014,0.871888
2.39669,1.31404
7.48366,0.864769
2.43069,1.32431
7.55642,0.877848
2.35693,1.30207
7.76162,0.93605
2.99222,1.47162
7.85125,0.957314
3.04387,1.49535
7.81008,0.949061
2.92587,1.44434
7.89077,0.963959
3.06184,1.50442
7.78673,0.94304
2.95796,1.4567
7.87087,0.960643
3.0244,1.48605
7.83134,0.953632
2.92014,1.44224
7.91205,0.968079
3.06699,1.50703
7.77439,0.939708
2.97944,1.46601
7.86114,0.959023
3.03848,1.49266
7.8207,0.951383
2.92236,1.44306
7.90122,0.965935
3.0506,1.49874
7.79853,0.946097
2.93769,1.44876
7.88066,0.962189
3.00706,1.4782
7.84144,0.955548
2.91888,1.44176
7.92317,0.970534
3.06684,1.50696
7.76801,0.937885
2.98654,1.46913
7.85621,0.95816
3.0409,1.49387
7.8154,0.950227
2.92327,1.4434
7.89595,0.964931
3.05645,1.50169
7.79264,0.944556
2.94634,1.45202
7.87574,0.961412
3.01601,1.4822
7.83636,0.954565
2.91959,1.44203
7.9176,0.969285
3.06469,1.50585
7.7806,0.941439
2.96933,1.46158
7.86599,0.959841
3.03251,1.4898
7.8262,0.952626
2.92152,1.44275
7.90657,0.966956
3.04731,1.49708
7.80446,0.947699
2.93012,1.44593
7.88559,0.963033
2.99889,1.47458
7.84646,0.956519
2.92777,1.44498
7.92892,0.971828
3.06531,1.50619
8.19148,1.04398
3.27766,1.6136
8.29664,1.06349
3.37764,1.65635
8.24702,1.05553
3.22497,1.58774
8.34943,1.07095
3.41497,1.6696
8.2206,1.05038
3.2419,1.59617
8.32176,1.06693
3.33066,1.63758
8.27198,1.05969
3.1971,1.57346
8.38004,1.07555
3.42647,1.67327
8.20622,1.04725
3.2576,1.60389
8.30908,1.06518
3.35447,1.64729
8.25949,1.05767
3.21492,1.58262
8.36417,1.07316
3.39846,1.66393
8.23389,1.05304
3.22939,1.58997
8.33553,1.06904
3.30159,1.62479
8.28414,1.06161
3.18798,1.56873
8.39649,1.07799
3.43197,1.67501
8.1989,1.04567
3.26714,1.60857
8.30277,1.06433
3.36633,1.652
8.25334,1.05662
3.22245,1.58645
8.35682,1.07206
3.40716,1.66696
8.22732,1.05173
3.23588,1.59319
8.32856,1.06798
3.31555,1.63107
8.27795,1.06064
3.19102,1.5703
8.38809,1.07673
3.42061,1.67141
8.21347,1.04881
3.24964,1.59998
8.31547,1.06605
3.34266,1.64248
8.26572,1.05869
3.20674,1.57844
8.37198,1.07434
3.38799,1.66018
8.2405,1.05435
3.22708,1.58881
8.34233,1.06995
3.28963,1.61924
8.29039,1.06255
3.18608,1.56774
8.40506,1.07939
3.43357,1.67552
8.73568,1.13924
3.27696,1.61249
8.88412,1.16563
3.40816,1.66619
8.8079,1.15181
3.12636,1.53605
8.97024,1.18008
3.45806,1.68075
8.77149,1.14532
3.19268,1.57054
8.9257,1.17322
3.35169,1.64526
8.84547,1.15859
3.08397,1.51408
9.01795,1.18585
3.47617,1.68471
8.75358,1.14227
3.23707,1.59306
8.90465,1.16948
3.38389,1.65764
8.8263,1.15495
3.10279,1.52382
8.994,1.1833
3.4352,1.6748
8.78949,1.14857
3.15372,1.55022
8.94795,1.1768
3.31505,1.63002
8.8649,1.16225
3.06719,1.50554
9.04238,1.18803
3.48205,1.68589
8.7447,1.14083
3.25746,1.60307
8.89416,1.16749
3.39693,1.66231
8.81694,1.15328
3.11444,1.52987
8.98239,1.18186
3.44733,1.67807
8.78031,1.1469
3.17283,1.56024
8.9369,1.17512
3.33263,1.6375
8.855,1.16041
3.07497,1.5095
9.03031,1.18704
3.46878,1.6832
8.7625,1.14378
3.21624,1.58263
8.91536,1.17145
3.36906,1.6521
8.83591,1.15677
3.09233,1.51838
9.00573,1.18456
3.42202,1.67067
8.79877,1.15025
3.13841,1.54225
8.95907,1.17848
3.29621,1.62151
8.87436,1.16392
3.06316,1.50349
9.05471,1.189
3.48412,1.68631
9.44328,1.19836
2.85717,1.41817
9.66922,1.20543
3.07366,1.50828
9.55869,1.20681
2.70494,1.38368
9.78052,1.21191
3.16449,1.55527
9.49925,1.2033
2.77571,1.3962
9.72437,1.20665
2.96983,1.45966
9.6148,1.20691
2.65296,1.37515
9.83992,1.22056
3.20412,1.57584
9.47092,1.20067
2.81346,1.40577
9.69738,1.20576
3.02329,1.48344
9.58709,1.20717
2.67782,1.37916
9.81046,1.21612
3.11992,1.53212
9.52932,1.20539
2.73718,1.38886
9.75234,1.20899
2.91019,1.4365
9.6429,1.20627
2.63315,1.3718
9.86909,1.22522
3.22414,1.58603
9.45721,1.19954
2.83321,1.41126
9.68342,1.20562
3.04865,1.49565
9.5733,1.20708
2.69065,1.38119
9.79523,1.21395
3.14324,1.54415
9.51442,1.20446
2.75579,1.39207
9.73835,1.20781
2.93993,1.44742
9.62934,1.20667
2.64296,1.37346
9.85444,1.22293
3.18513,1.56603
9.48489,1.20199
2.79404,1.40056
9.71101,1.20612
2.99777,1.47191
9.60099,1.20709
2.66432,1.37701
9.82508,1.21827
3.09654,1.52
9.54386,1.2062
2.72074,1.38619
9.76635,1.21035
2.88318,1.42687
9.65607,1.20581
2.62531,1.37037
9.88455,1.22773
3.23263,1.59024
0.152635,1.20391
2.38286,1.30513
0.529061,1.25577
2.56072,1.35557
0.317661,1.21913
2.23703,1.26449
0.730187,1.26487
2.64523,1.37308
0.227673,1.20565
2.29518,1.27916
0.632849,1.26459
2.47258,1.33217
0.42209,1.23886
2.18325,1.25326
0.823625,1.26022
2.68041,1.37876
0.188831,1.2034
2.33831,1.29161
0.582439,1.26131
2.51723,1.34447
0.368723,1.22892
2.20971,1.25832
0.775914,1.26276
2.60686,1.36624
0.271694,1.21142
2.26299,1.27085
0.682699,1.26604
2.42792,1.31897
0.475451,1.2483
2.1644,1.25089
0.871929,1.26038
2.69563,1.38127
0.170705,1.20341
2.36063,1.29838
0.556489,1.25901
2.5393,1.35012
